,death,deathConfirmed,deathIncrease,deathProbable,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCurrently,negative,negativeIncrease,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveTestsViral,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,recovered_imputed,year,month,day,deathDecrease,hospitalizedDecreased,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed
247,8149.0,7935.0,17,214.0,11436.0,656.0,44,106.0,768152.0,11232,55.0,109628.0,104228.0,290,138420,93157.0,1140333,8339,74598.0,277565.3076923077,872380.0,11444,93157.0,2020,Jul,3,0.0,0.0,2020,7,27,3,4,185,False,False,False,False,False,False,1593734400.0
248,8132.0,7918.0,51,214.0,11392.0,681.0,40,113.0,756920.0,7628,52.0,109338.0,104016.0,195,138258,93157.0,1131994,13916,73613.0,277565.3076923077,860936.0,7786,93157.0,2020,Jul,2,0.0,0.0,2020,7,27,2,3,184,False,False,False,False,False,False,1593648000.0
249,8081.0,7902.0,27,179.0,11352.0,760.0,15,123.0,749292.0,10033,65.0,109143.0,103858.0,261,137915,93157.0,1118078,14528,72752.0,277565.3076923077,853150.0,10190,93157.0,2020,Jul,1,0.0,0.0,2020,7,27,1,2,183,False,True,False,True,False,False,1593561600.0
250,8054.0,7874.0,-41,180.0,11337.0,733.0,-8,120.0,739259.0,5740,63.0,108882.0,103701.0,114,137597,93157.0,1103550,16112,71686.0,277565.3076923077,842960.0,5813,93157.0,2020,Jun,30,-41.0,-8.0,2020,6,27,30,1,182,True,False,True,False,False,False,1593475200.0
251,8095.0,7895.0,35,200.0,11345.0,762.0,26,138.0,733519.0,6392,79.0,108768.0,103628.0,101,137252,93157.0,1087438,16112,70768.0,277565.3076923077,837147.0,6481,93157.0,2020,Jun,29,0.0,0.0,2020,6,27,29,0,181,False,False,False,False,False,False,1593388800.0
252,8060.0,7860.0,19,200.0,11319.0,748.0,9,134.0,727127.0,9228,81.0,108667.0,103539.0,224,136938,93157.0,1071326,6248,70476.0,277565.3076923077,830666.0,9391,93157.0,2020,Jun,28,0.0,0.0,2020,6,26,28,6,180,False,False,False,False,False,False,1593302400.0
253,8041.0,7841.0,28,200.0,11310.0,769.0,19,143.0,717899.0,11884,90.0,108443.0,103376.0,373,136818,93157.0,1065078,7836,69826.0,277565.3076923077,821275.0,12189,93157.0,2020,Jun,27,0.0,0.0,2020,6,26,27,5,179,False,False,False,False,False,False,1593216000.0
254,8013.0,7815.0,50,198.0,11291.0,791.0,39,156.0,706015.0,8396,99.0,108070.0,103071.0,233,136627,93157.0,1057242,13231,68259.0,277565.3076923077,809086.0,8545,93157.0,2020,Jun,26,0.0,0.0,2020,6,26,26,4,178,False,False,False,False,False,False,1593129600.0
255,7963.0,7776.0,25,187.0,11252.0,822.0,33,174.0,697619.0,10158,101.0,107837.0,102922.0,226,136298,93157.0,1044011,12646,66753.0,277565.3076923077,800541.0,10318,93157.0,2020,Jun,25,0.0,0.0,2020,6,26,25,3,177,False,False,False,False,False,False,1593043200.0
256,7938.0,7752.0,48,186.0,11219.0,939.0,62,181.0,687461.0,7258,98.0,107611.0,102762.0,172,135964,91404.0,1031365,13998,65845.0,277565.3076923077,790223.0,7369,91404.0,2020,Jun,24,0.0,0.0,2020,6,26,24,2,176,False,False,False,False,False,False,1592956800.0
257,7890.0,7710.0,16,180.0,11157.0,953.0,63,181.0,680203.0,7350,112.0,107439.0,102651.0,229,135621,91404.0,1017367,14067,65313.0,277565.3076923077,782854.0,7532,91404.0,2020,Jun,23,0.0,0.0,2020,6,26,23,1,175,False,False,False,False,False,False,1592870400.0
258,7874.0,7694.0,16,180.0,11094.0,920.0,9,180.0,672853.0,6594,107.0,107210.0,102469.0,149,135290,91404.0,1003300,13590,64592.0,277565.3076923077,775322.0,6730,91404.0,2020,Jun,22,0.0,0.0,2020,6,26,22,0,174,False,False,False,False,False,False,1592784000.0
259,7858.0,7677.0,30,181.0,11085.0,927.0,9,194.0,666259.0,8258,111.0,107061.0,102333.0,125,134874,91404.0,989710,5228,64266.0,277565.3076923077,768592.0,8363,91404.0,2020,Jun,21,0.0,0.0,2020,6,25,21,6,173,False,False,False,False,False,False,1592697600.0
260,7828.0,7647.0,28,181.0,11076.0,964.0,40,200.0,658001.0,13844,118.0,106936.0,102228.0,286,134754,91404.0,984482,7208,63736.0,277565.3076923077,760229.0,14067,91404.0,2020,Jun,20,0.0,0.0,2020,6,25,20,5,172,False,False,False,False,False,False,1592611200.0
261,7800.0,7619.0,30,181.0,11036.0,994.0,51,199.0,644157.0,9319,124.0,106650.0,102005.0,228,134592,91404.0,977274,11621,62591.0,277565.3076923077,746162.0,9471,91404.0,2020,Jun,19,0.0,0.0,2020,6,25,19,4,171,False,False,False,False,False,False,1592524800.0
262,7770.0,7591.0,36,179.0,10985.0,968.0,60,227.0,634838.0,8943,125.0,106422.0,101853.0,271,134278,91404.0,965653,17340,61085.0,277565.3076923077,736691.0,9142,91404.0,2020,Jun,18,0.0,0.0,2020,6,25,18,3,170,False,False,False,False,False,False,1592438400.0
263,7734.0,7568.0,69,166.0,10925.0,998.0,58,227.0,625895.0,8133,135.0,106151.0,101654.0,266,133872,88725.0,948313,17892,59940.0,277565.3076923077,727549.0,8313,88725.0,2020,Jun,17,0.0,0.0,2020,6,25,17,2,169,False,False,False,False,False,False,1592352000.0
264,7665.0,7508.0,18,157.0,10867.0,1045.0,50,244.0,617762.0,6221,151.0,105885.0,101474.0,195,133424,88725.0,930421,13700,58795.0,277565.3076923077,719236.0,6361,88725.0,2020,Jun,16,0.0,0.0,2020,6,25,16,1,168,False,False,False,False,False,False,1592265600.0
265,7647.0,7490.0,23,157.0,10817.0,1026.0,15,253.0,611541.0,4434,167.0,105690.0,101334.0,87,133033,88725.0,916721,14126,57886.0,277565.3076923077,712875.0,4492,88725.0,2020,Jun,15,0.0,0.0,2020,6,25,15,0,167,False,False,False,False,False,False,1592179200.0
266,7624.0,7467.0,48,157.0,10802.0,1039.0,30,244.0,607107.0,8906,156.0,105603.0,101276.0,208,132541,88725.0,902595,5039,57582.0,277565.3076923077,708383.0,9112,88725.0,2020,Jun,14,0.0,0.0,2020,6,24,14,6,166,False,False,False,False,False,False,1592092800.0
267,7576.0,7420.0,38,156.0,10772.0,1069.0,46,249.0,598201.0,9901,162.0,105395.0,101070.0,336,132395,88725.0,897556,6435,57048.0,277565.3076923077,699271.0,10160,88725.0,2020,Jun,13,0.0,0.0,2020,6,24,13,5,165,False,False,False,False,False,False,1592006400.0
268,7538.0,7382.0,46,156.0,10726.0,1143.0,72,276.0,588300.0,9879,170.0,105059.0,100811.0,392,132202,88725.0,891121,13004,55784.0,277565.3076923077,689111.0,10186,88725.0,2020,Jun,12,0.0,0.0,2020,6,24,12,4,164,False,False,False,False,False,False,1591920000.0
269,7492.0,7337.0,38,155.0,10654.0,1260.0,72,296.0,578421.0,10487,181.0,104667.0,100504.0,511,131718,88725.0,878117,13081,54574.0,277565.3076923077,678925.0,10833,88725.0,2020,Jun,11,0.0,0.0,2020,6,24,11,3,163,False,False,False,False,False,False,1591833600.0
270,7454.0,7300.0,46,154.0,10582.0,1345.0,75,319.0,567934.0,9831,200.0,104156.0,100158.0,267,131213,84621.0,865036,13436,53040.0,277565.3076923077,668092.0,10034,84621.0,2020,Jun,10,0.0,0.0,2020,6,24,10,2,162,False,False,False,False,False,False,1591747200.0
271,7408.0,7255.0,55,153.0,10507.0,1397.0,82,315.0,558103.0,4460,202.0,103889.0,99955.0,263,130653,84621.0,851600,14355,52144.0,277565.3076923077,658058.0,4660,84621.0,2020,Jun,9,0.0,0.0,2020,6,24,9,1,161,False,False,False,False,False,False,1591660800.0
272,7353.0,7217.0,37,136.0,10425.0,1415.0,32,322.0,553643.0,4589,209.0,103626.0,99755.0,190,130010,84621.0,837245,13946,51404.0,277565.3076923077,653398.0,4782,84621.0,2020,Jun,8,0.0,0.0,2020,6,24,8,0,160,False,False,False,False,False,False,1591574400.0
273,7316.0,7179.0,27,137.0,10393.0,1442.0,24,335.0,549054.0,7547,221.0,103436.0,99562.0,304,129333,84621.0,823299,4975,51146.0,277565.3076923077,648616.0,7808,84621.0,2020,Jun,7,0.0,0.0,2020,6,23,7,6,159,False,False,False,False,False,False,1591488000.0
274,7289.0,7152.0,54,137.0,10369.0,1529.0,66,359.0,541507.0,9295,238.0,103132.0,99301.0,575,129081,84621.0,818324,6265,50575.0,277565.3076923077,640808.0,9800,84621.0,2020,Jun,6,0.0,0.0,2020,6,23,6,5,158,False,False,False,False,False,False,1591401600.0
275,7235.0,7097.0,34,138.0,10303.0,1533.0,65,350.0,532212.0,9340,238.0,102557.0,98796.0,494,128793,84621.0,812059,11524,49556.0,277565.3076923077,631008.0,9760,84621.0,2020,Jun,5,0.0,0.0,2020,6,23,5,4,157,False,False,False,False,False,False,1591315200.0
276,7201.0,7062.0,49,139.0,10238.0,1637.0,87,401.0,522872.0,6703,249.0,102063.0,98376.0,471,128133,84621.0,800535,12024,48436.0,277565.3076923077,621248.0,7115,84621.0,2020,Jun,4,0.0,0.0,2020,6,23,4,3,156,False,False,False,False,False,False,1591228800.0
277,7152.0,7012.0,67,140.0,10151.0,1684.0,88,393.0,516169.0,7937,263.0,101592.0,97964.0,429,127383,78108.0,788511,13111,47414.0,277565.3076923077,614133.0,8362,78108.0,2020,Jun,3,0.0,0.0,2020,6,23,3,2,155,False,False,False,False,False,False,1591142400.0
278,7085.0,6944.0,50,141.0,10063.0,1657.0,111,394.0,508232.0,5604,269.0,101163.0,97539.0,358,126513,78108.0,775400,13074,46565.0,277565.3076923077,605771.0,5852,78108.0,2020,Jun,2,0.0,0.0,2020,6,23,2,1,154,False,False,False,False,False,False,1591056000.0
279,7035.0,6894.0,189,141.0,9952.0,1747.0,129,404.0,502628.0,6740,289.0,100805.0,97291.0,3840,125632,78108.0,762326,12892,117576.04301075269,277565.3076923077,599919.0,7066,78108.0,2020,Jun,1,0.0,0.0,2020,6,23,1,0,153,False,True,False,False,False,False,1590969600.0
280,6846.0,6846.0,78,235.75,9823.0,1824.0,34,436.0,495888.0,9670,111.22857142857143,96965.0,96965.0,664,124696,78108.0,749434,5062,117576.04301075269,277565.3076923077,592853.0,10334,78108.0,2020,May,31,0.0,0.0,2020,5,22,31,6,152,True,False,False,False,False,False,1590883200.0
281,6768.0,6768.0,50,235.75,9789.0,1904.0,64,453.0,486218.0,9985,111.22857142857143,96301.0,96301.0,789,124398,78108.0,744372,7555,117576.04301075269,277565.3076923077,582519.0,10774,78108.0,2020,May,30,0.0,0.0,2020,5,22,30,5,151,False,False,False,False,False,False,1590796800.0
282,6718.0,6718.0,78,235.75,9725.0,1991.0,107,485.0,476233.0,8805,111.22857142857143,95512.0,95512.0,617,123935,78108.0,736817,13476,117576.04301075269,277565.3076923077,571745.0,9422,78108.0,2020,May,29,0.0,0.0,2020,5,22,29,4,150,False,False,False,False,False,False,1590710400.0
283,6640.0,6640.0,93,235.75,9618.0,2112.0,126,529.0,467428.0,9504,111.22857142857143,94895.0,94895.0,675,122913,78108.0,723341,12813,117576.04301075269,277565.3076923077,562323.0,16842,78108.0,2020,May,28,0.0,0.0,2020,5,22,28,3,149,False,False,False,False,False,False,1590624000.0
284,6547.0,6473.0,74,235.75,9492.0,2106.0,104,556.0,457924.0,6136,111.22857142857143,94220.0,93693.0,527,121749,,710528,13943,117576.04301075269,277565.3076923077,545481.0,0,184355.89084507042,2020,May,27,0.0,0.0,2020,5,22,27,2,148,False,False,False,False,False,False,1590537600.0
285,6473.0,6473.0,57,235.75,9388.0,2108.0,49,560.0,451788.0,4498,111.22857142857143,93693.0,93693.0,422,120525,,696585,15436,117576.04301075269,277565.3076923077,545481.0,4920,184355.89084507042,2020,May,26,0.0,0.0,2020,5,22,26,1,147,False,False,False,False,False,False,1590451200.0
286,6416.0,6416.0,44,235.75,9339.0,2132.0,31,576.0,447290.0,7592,111.22857142857143,93271.0,93271.0,596,118983,,681149,4566,117576.04301075269,277565.3076923077,540561.0,8188,184355.89084507042,2020,May,25,0.0,0.0,2020,5,22,25,0,146,False,False,False,False,False,False,1590364800.0
287,6372.0,6372.0,68,235.75,9308.0,2169.0,48,558.0,439698.0,10374,111.22857142857143,92675.0,92675.0,1013,118601,,676583,5559,117576.04301075269,277565.3076923077,532373.0,11387,184355.89084507042,2020,May,24,0.0,0.0,2020,5,21,24,6,145,False,False,False,False,False,False,1590278400.0
288,6304.0,6304.0,76,235.75,9260.0,2237.0,98,610.0,429324.0,8569,111.22857142857143,91662.0,91662.0,773,118092,,671024,6712,117576.04301075269,277565.3076923077,520986.0,9342,184355.89084507042,2020,May,23,0.0,0.0,2020,5,21,23,5,144,False,False,False,False,False,False,1590192000.0
289,6228.0,6228.0,80,235.75,9162.0,2323.0,122,628.0,420755.0,9353,111.22857142857143,90889.0,90889.0,805,117464,,664312,14811,117576.04301075269,277565.3076923077,511644.0,10158,184355.89084507042,2020,May,22,0.0,0.0,2020,5,21,22,4,143,False,False,False,False,False,False,1590105600.0
290,6148.0,6148.0,82,235.75,9040.0,2396.0,143,647.0,411402.0,10419,111.22857142857143,90084.0,90084.0,1114,115960,,649501,15944,117576.04301075269,277565.3076923077,501486.0,11533,184355.89084507042,2020,May,21,0.0,0.0,2020,5,21,21,3,142,False,False,False,False,False,False,1590019200.0
291,6066.0,6066.0,128,235.75,8897.0,2518.0,131,675.0,400983.0,11968,111.22857142857143,88970.0,88970.0,1045,114290,,633557,16910,117576.04301075269,277565.3076923077,489953.0,13013,184355.89084507042,2020,May,20,0.0,0.0,2020,5,21,20,2,141,False,False,False,False,False,False,1589932800.0
292,5938.0,5938.0,76,235.75,8766.0,2472.0,145,672.0,389015.0,6868,111.22857142857143,87925.0,87925.0,873,112611,,616647,16689,117576.04301075269,277565.3076923077,476940.0,7741,184355.89084507042,2020,May,19,0.0,0.0,2020,5,21,19,1,140,False,False,False,False,False,False,1589846400.0
293,5862.0,5862.0,65,235.75,8621.0,2533.0,82,674.0,382147.0,7331,111.22857142857143,87052.0,87052.0,1042,110751,,599958,17590,117576.04301075269,277565.3076923077,469199.0,8373,184355.89084507042,2020,May,18,0.0,0.0,2020,5,21,18,0,139,False,False,False,False,False,False,1589760000.0
294,5797.0,5797.0,92,235.75,8539.0,2597.0,83,702.0,374816.0,11660,111.22857142857143,86010.0,86010.0,1077,108607,,582368,5855,117576.04301075269,277565.3076923077,460826.0,12737,184355.89084507042,2020,May,17,0.0,0.0,2020,5,20,17,6,138,False,False,False,False,False,False,1589673600.0
295,5705.0,5705.0,113,235.75,8456.0,2692.0,142,747.0,363156.0,10898,111.22857142857143,84933.0,84933.0,1512,108011,,576513,9340,117576.04301075269,277565.3076923077,448089.0,12410,184355.89084507042,2020,May,16,0.0,0.0,2020,5,20,16,5,137,False,False,False,False,False,False,1589587200.0
296,5592.0,5592.0,110,235.75,8314.0,2767.0,107,749.0,352258.0,10079,111.22857142857143,83421.0,83421.0,1239,106978,,567173,17768,117576.04301075269,277565.3076923077,435679.0,25647,184355.89084507042,2020,May,15,0.0,0.0,2020,5,20,15,4,136,False,False,False,False,False,False,1589500800.0
297,5482.0,5382.0,167,235.75,8207.0,2859.0,175,781.0,342179.0,12644,111.22857142857143,82182.0,82182.0,1685,105126,,549405,17377,117576.04301075269,277565.3076923077,410032.0,8536,184355.89084507042,2020,May,14,0.0,0.0,2020,5,20,14,3,135,False,False,False,False,False,False,1589414400.0
298,5315.0,5315.0,174,235.75,8032.0,3101.0,190,794.0,329535.0,7371,111.22857142857143,80497.0,80497.0,1165,103043,,532028,17922,117576.04301075269,277565.3076923077,401496.0,401496,184355.89084507042,2020,May,13,0.0,0.0,2020,5,20,13,2,134,False,False,False,False,False,False,1589328000.0
299,5141.0,5141.0,33,235.75,7842.0,3127.0,110,818.0,322164.0,5898,111.22857142857143,79332.0,79332.0,870,100934,,514106,17359,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,12,0.0,0.0,2020,5,20,12,1,133,False,False,False,False,False,False,1589241600.0
300,5108.0,5108.0,129,235.75,7732.0,3102.0,115,813.0,316266.0,5670,111.22857142857143,78462.0,78462.0,669,98664,,496747,15642,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,11,0.0,0.0,2020,5,20,11,0,132,False,False,False,False,False,False,1589155200.0
301,4979.0,4979.0,139,235.75,7617.0,3128.0,66,810.0,310596.0,10802,111.22857142857143,77793.0,77793.0,1050,96540,,481105,4559,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,10,0.0,0.0,2020,5,19,10,6,131,False,False,False,False,False,False,1589068800.0
302,4840.0,4840.0,138,235.75,7551.0,3229.0,117,814.0,299794.0,9104,111.22857142857143,76743.0,76743.0,1410,95866,,476546,7688,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,9,0.0,0.0,2020,5,19,9,5,130,False,False,False,False,False,False,1588982400.0
303,4702.0,4702.0,150,235.75,7434.0,3349.0,197,826.0,290690.0,12779,111.22857142857143,75333.0,75333.0,1612,94841,,468858,16945,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,8,0.0,0.0,2020,5,19,8,4,129,False,False,False,False,False,False,1588896000.0
304,4552.0,4552.0,132,235.75,7237.0,3436.0,157,852.0,277911.0,10297,111.22857142857143,73721.0,73721.0,1696,92617,,451913,17091,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,7,0.0,0.0,2020,5,19,7,3,128,False,False,False,False,False,False,1588809600.0
305,4420.0,4420.0,208,235.75,7080.0,3564.0,249,922.0,267614.0,4536,111.22857142857143,72025.0,72025.0,1754,90148,,434822,16685,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,6,0.0,0.0,2020,5,19,6,2,127,False,False,False,False,False,False,1588723200.0
306,4212.0,4212.0,122,235.75,6831.0,3542.0,209,914.0,263078.0,7897,111.22857142857143,70271.0,70271.0,1184,87665,,418137,16013,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,5,0.0,0.0,2020,5,19,5,1,126,False,False,False,False,False,False,1588636800.0
307,4090.0,4090.0,86,235.75,6622.0,3539.0,115,908.0,255181.0,8622,111.22857142857143,69087.0,69087.0,1000,85160,,402124,15444,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,4,0.0,0.0,2020,5,19,4,0,125,False,False,False,False,False,False,1588550400.0
308,4004.0,4004.0,158,235.75,6507.0,3617.0,129,904.0,246559.0,13828,111.22857142857143,68087.0,68087.0,1824,82450,,386680,6462,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,3,0.0,0.0,2020,5,18,3,6,124,False,False,False,False,False,False,1588464000.0
309,3846.0,4004.0,130,235.75,6378.0,3601.0,209,921.0,232731.0,7406,111.22857142857143,66263.0,66263.0,1952,81449,,380218,9197,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,2,0.0,0.0,2020,5,18,2,5,123,False,False,False,False,False,False,1588377600.0
310,3716.0,4004.0,154,235.75,6169.0,3716.0,227,947.0,225325.0,11883,111.22857142857143,64311.0,64311.0,2106,80037,,371021,17290,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,May,1,0.0,0.0,2020,5,18,1,4,122,False,True,False,False,False,False,1588291200.0
311,3562.0,4004.0,157,235.75,5942.0,3803.0,184,1001.0,213442.0,8089,111.22857142857143,62205.0,62205.0,1940,77305,,353731,16874,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,30,0.0,0.0,2020,4,18,30,3,121,True,False,False,False,False,False,1588204800.0
312,3405.0,4004.0,252,235.75,5758.0,3856.0,243,1011.0,205353.0,9155,111.22857142857143,60265.0,60265.0,1963,74600,,336857,15514,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,29,0.0,0.0,2020,4,18,29,2,120,False,False,False,False,False,False,1588118400.0
313,3153.0,4004.0,150,235.75,5515.0,3875.0,278,1005.0,196198.0,7773,111.22857142857143,58302.0,58302.0,1840,71775,,321343,15275,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,28,0.0,0.0,2020,4,18,28,1,119,False,False,False,False,False,False,1588032000.0
314,3003.0,4004.0,104,235.75,5237.0,3892.0,133,1089.0,188425.0,7263,111.22857142857143,56462.0,56462.0,1524,69008,,306068,13795,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,27,0.0,0.0,2020,4,18,27,0,118,False,False,False,False,False,False,1587945600.0
315,2899.0,4004.0,22,235.75,5104.0,3879.0,139,1077.0,181162.0,7665,111.22857142857143,54938.0,54938.0,1590,66238,,292273,6208,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,26,0.0,0.0,2020,4,17,26,6,117,False,False,False,False,False,False,1587859200.0
316,2877.0,4004.0,0,235.75,4965.0,3879.0,213,1058.0,173497.0,24444,111.22857142857143,53348.0,53348.0,7325,65072,,286065,10266,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,25,0.0,0.0,2020,4,17,25,5,116,False,False,False,False,False,False,1587772800.0
317,2877.0,4004.0,108,235.75,4752.0,3847.0,259,1034.0,149053.0,0,111.22857142857143,46023.0,46023.0,0,63242,,275799,14903,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,24,0.0,0.0,2020,4,17,24,4,115,False,False,False,False,False,False,1587686400.0
318,2769.0,4004.0,172,235.75,4493.0,3851.0,237,1034.0,149053.0,11535,111.22857142857143,46023.0,46023.0,3079,60424,,260896,13425,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,23,0.0,0.0,2020,4,17,23,3,114,False,False,False,False,False,False,1587600000.0
319,2597.0,4004.0,148,235.75,4256.0,3890.0,247,1050.0,137518.0,3345,111.22857142857143,42944.0,42944.0,1745,57491,,247471,15397,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,22,0.0,0.0,2020,4,17,22,2,113,False,False,False,False,False,False,1587513600.0
320,2449.0,4004.0,146,235.75,4009.0,3977.0,137,1040.0,134173.0,10009,111.22857142857143,41199.0,41199.0,3122,54261,,232074,11823,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,21,0.0,0.0,2020,4,17,21,1,112,False,False,False,False,False,False,1587427200.0
321,2303.0,4004.0,157,235.75,3872.0,3872.0,83,987.0,124164.0,0,111.22857142857143,38077.0,38077.0,0,51550,,220251,12963,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,20,0.0,0.0,2020,4,17,20,0,111,False,False,False,False,False,False,1587340800.0
322,2146.0,4004.0,163,235.75,3789.0,3789.0,61,987.0,124164.0,3730,111.22857142857143,38077.0,38077.0,1705,48441,,207288,5596,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,19,0.0,0.0,2020,4,16,19,6,110,False,False,False,False,False,False,1587254400.0
323,1983.0,4004.0,161,235.75,3728.0,3728.0,-28,987.0,120434.0,6092,111.22857142857143,36372.0,36372.0,1970,47174,,201692,7478,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,18,0.0,-28.0,2020,4,16,18,5,109,False,False,False,False,False,False,1587168000.0
324,1822.0,4004.0,155,235.75,3756.0,3756.0,30,987.0,114342.0,5750,111.22857142857143,34402.0,34402.0,2221,45466,,194214,13125,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,17,0.0,0.0,2020,4,16,17,4,108,False,False,False,False,False,False,1587081600.0
325,1667.0,4004.0,165,235.75,3726.0,3726.0,89,973.0,108592.0,6487,111.22857142857143,32181.0,32181.0,2263,42142,,181089,10706,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,16,0.0,0.0,2020,4,16,16,3,107,False,False,False,False,False,False,1586995200.0
326,1502.0,4004.0,173,235.75,3637.0,3637.0,21,973.0,102105.0,3717,111.22857142857143,29918.0,29918.0,1755,39345,,170383,11653,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,15,0.0,0.0,2020,4,16,15,2,106,False,False,False,False,False,False,1586908800.0
327,1329.0,4004.0,118,235.75,3616.0,3616.0,131,973.0,98388.0,3206,111.22857142857143,28163.0,28163.0,1296,36432,,158730,11345,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,14,0.0,0.0,2020,4,16,14,1,105,False,False,False,False,False,False,1586822400.0
328,1211.0,4004.0,155,235.75,3485.0,3485.0,971,973.0,95182.0,3927,111.22857142857143,26867.0,26867.0,1392,33218,,147385,7504,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,13,0.0,0.0,2020,4,16,13,0,104,False,False,False,False,False,False,1586736000.0
329,1056.0,4004.0,110,235.75,2514.0,2514.0,7,973.0,91255.0,5339,111.22857142857143,25475.0,25475.0,2615,30955,,139881,3802,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,12,0.0,0.0,2020,4,15,12,6,103,False,False,False,False,False,False,1586649600.0
330,946.0,4004.0,114,235.75,2507.0,2507.0,72,973.0,85916.0,4518,111.22857142857143,22860.0,22860.0,1886,29883,,136079,5306,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,11,0.0,0.0,2020,4,15,11,5,102,False,False,False,False,False,False,1586563200.0
331,832.0,4004.0,107,235.75,2435.0,2435.0,133,973.0,81398.0,5381,111.22857142857143,20974.0,20974.0,2033,28410,,130773,8851,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,10,0.0,0.0,2020,4,15,10,4,101,False,False,False,False,False,False,1586476800.0
332,725.0,4004.0,110,235.75,2302.0,2302.0,183,973.0,76017.0,5296,111.22857142857143,18941.0,18941.0,2151,26096,,121922,7775,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,9,0.0,0.0,2020,4,15,9,3,100,False,False,False,False,False,False,1586390400.0
333,615.0,4004.0,100,235.75,2119.0,2119.0,288,973.0,70721.0,4579,111.22857142857143,16790.0,16790.0,1588,23820,,114147,7958,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,8,0.0,0.0,2020,4,15,8,2,99,False,False,False,False,False,False,1586304000.0
334,515.0,4004.0,67,235.75,1831.0,1831.0,164,973.0,66142.0,3550,111.22857142857143,15202.0,15202.0,1365,21713,,106189,7622,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,7,0.0,0.0,2020,4,15,7,1,98,False,False,False,False,False,False,1586217600.0
335,448.0,4004.0,78,235.75,1667.0,1667.0,35,973.0,62592.0,3155,111.22857142857143,13837.0,13837.0,1337,19472,,98567,7580,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,6,0.0,0.0,2020,4,15,6,0,97,False,False,False,False,False,False,1586131200.0
336,370.0,4004.0,66,235.75,1632.0,1632.0,262,973.0,59437.0,2373,111.22857142857143,12500.0,12500.0,764,17371,,90987,4102,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,5,0.0,0.0,2020,4,14,5,6,96,False,False,False,False,False,False,1586044800.0
337,304.0,4004.0,39,235.75,1370.0,1370.0,404,973.0,57064.0,4504,111.22857142857143,11736.0,11736.0,1334,16294,,86885,4744,117576.04301075269,277565.3076923077,401496.0,0,184355.89084507042,2020,Apr,4,0.0,0.0,2020,4,14,4,5,95,False,False,False,False,False,False,1585958400.0
